icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
a62b39,N497MN  ,United States,1560302900,1560302900,-76.0139,40.4611,6507.48,false,166.29,280.34,10.08,,,6705.6,1727,false
896314,UAE788  ,United Arab Emirates,1560302759,1560302764,55.3023,25.2148,2834.64,false,141.37,131.75,-3.25,,,2941.32,0150,false
c07fbf,WJA1535 ,Canada,1560302899,1560302899,-104.9496,42.44,12192,false,178.92,323.06,-0.33,,,12550.14,7306,false
896318,UAE906  ,United Arab Emirates,1560302899,1560302900,54.8076,25.6055,2941.32,false,137.65,82.05,-6.83,,,3063.24,0711,false
896317,UAE836  ,United Arab Emirates,1560302899,1560302899,55.0581,25.5336,2827.02,false,143.57,119.87,-2.6,,,2926.08,4470,false
c01f52,WJA524  ,Canada,1560302870,1560302871,-116.4209,50.3263,10454.64,false,249.26,70.59,-15.93,,,10896.6,7063,false
a6587b,JBU698  ,United States,1560302900,1560302900,-77.4607,36.0035,10668,false,246.88,11.66,0,,,11186.16,2231,false
a261a4,N25221  ,United States,1560302827,1560302892,-122.8446,45.7746,,true,50.97,177.69,-1.3,,,,3503,false
a37aa3,DAL1951 ,United States,1560302806,1560302807,-111.9752,40.5993,2225.04,false,95.01,355.03,-3.9,,,2476.5,3557,false
88084e,AIQ515  ,Thailand,1560302736,1560302814,113.922,22.3187,60.96,false,9.77,70,,,,15.24,6151,false
88084d,AIQ359  ,Thailand,1560302783,1560302845,102.4184,5.903,11879.58,false,227.17,158.2,0,,,12694.92,0702,false
70c0ca,OMA235  ,Oman,1560302840,1560302886,74.8409,17.8103,,false,241.39,96.73,0,,,,0572,false
70c0cc,OMA297  ,Oman,1560302898,1560302900,72.7987,19.3855,10050.78,false,234.33,166.54,0,,,10668,4733,false
334646,,Italy,,1560302727,,,,false,9.27,303.69,-0.33,,,,,false
424571,SBI960  ,United Kingdom,1560302900,1560302900,68.9222,41.1802,8138.16,false,213.9,335.72,3.9,,,8374.38,2550,false
a44d1c,DAL1571 ,United States,1560302899,1560302900,-101.7954,33.8607,10363.2,false,225.74,280.11,0.65,,,10820.4,1067,false
88084a,AIQ3445 ,Thailand,1560302693,1560302788,99.4542,16.9625,1684.02,false,233.67,342.84,-13,,,3322.32,4406,false
424573,AFL203  ,United Kingdom,1560302804,1560302821,83.27,54.9667,10363.2,false,252.4,297.3,0,,,10530.84,,false
334643,,Italy,,1560302743,,,,false,6,300.96,-0.33,,,,,false
a154e6,SKW3390 ,United States,1560302895,1560302900,-120.1858,40.2567,10668,false,220.25,166.91,-0.33,,,11186.16,,false
880855,AIQ582  ,Thailand,1560302900,1560302900,100.5173,15.2605,7787.64,false,234.55,24.77,6.18,,,8305.8,0703,false
424568,AFL122  ,United Kingdom,1560302879,1560302895,-69.4911,44.9731,10363.2,false,203.66,207.86,0,,,,0761,false
a32107,N300TM  ,United States,1560302899,1560302900,-87.1918,41.2689,4221.48,false,135.29,235.22,0,,,4312.92,3117,false
ab9091,ASA1778 ,United States,1560302899,1560302899,-121.7212,44.6393,11269.98,false,215.24,170.79,0,,,11826.24,2520,false
880854,AIQ3554 ,Thailand,1560302898,1560302898,100.4114,16.2253,10248.9,false,235.08,6.53,2.93,,,10980.42,3306,false
40058b,BAW124  ,United Kingdom,1560302899,1560302899,30.234,42.6446,11582.4,false,240.5,310.4,0,,,11925.3,3224,false
880852,AIQ3037 ,Thailand,1560302867,1560302900,99.9677,13.2516,7475.22,false,231.25,196.94,3.9,,,7810.5,4224,false
70c0bf,OMA182  ,Oman,1560302890,1560302894,53.9017,27.144,11887.2,false,236.14,155,0,,,12633.96,5466,false
70c0bc,OMA658  ,Oman,1560302822,1560302848,54.6459,24.3981,10058.4,false,231.45,116.68,0.33,,,10675.62,4471,false
800716,IGO2132 ,India,1560302899,1560302900,78.4395,18.9916,10363.2,false,235.21,346.72,-0.33,,,11094.72,2745,false
896ed0,AIR24   ,United Arab Emirates,1560302888,1560302888,55.3577,25.251,,true,8.23,295,,,,,,false
880846,AIQ646  ,Thailand,1560302899,1560302899,101.1192,13.5656,6865.62,false,220.5,93.08,11.05,,,7299.96,0721,false
a4fda0,SWA2056 ,United States,1560302899,1560302899,-77.1906,38.0025,6911.34,false,215.41,11.71,-11.38,,,7239,3125,false
abe075,SWA2131 ,United States,1560302900,1560302900,-84.4712,33.599,11582.4,false,244.02,354.31,0,,,12131.04,5716,false
880849,AIQ3522 ,Thailand,1560302900,1560302900,101.747,14.2223,7620,false,216.2,55.18,0,,,8130.54,4207,false
a657b9,ASA40   ,United States,1560302900,1560302900,-152.162,58.3894,6484.62,false,217.62,8.84,11.7,,,6454.14,2370,false
80070e,SEJ519  ,India,1560302899,1560302900,77.1002,13.8634,6812.28,false,214.34,138.7,-11.05,,,7254.24,0330,false
80070f,SEJ421  ,India,1560302900,1560302900,78.7009,17.2057,1196.34,false,89.31,306.8,-2.28,,,1120.14,0274,false
a417af,ABX1323 ,United States,1560302900,1560302900,-81.4568,28.4524,2948.94,false,153.12,346.99,16.26,,,3070.86,1024,false
70c0ef,OMA132  ,Oman,1560302899,1560302899,50.2995,27.7705,12496.8,false,259.84,145.65,0,,,13274.04,1074,false
a657bf,AAL2104 ,United States,1560302849,1560302898,-97.5144,36.8612,10066.02,false,250,68.13,0,,,10363.2,,false
abb810,ASA1933 ,United States,1560302900,1560302900,-122.0862,37.2923,2339.34,false,145.13,342.46,-6.18,,,2514.6,2433,false
424595,AFL1503 ,United Kingdom,1560302896,1560302896,53.8451,56.1131,10972.8,false,202.34,272.33,-0.33,,,11178.54,,false
a154d3,N185SD  ,United States,1560302894,1560302899,-117.8182,33.6547,556.26,false,55.54,285.58,-0.33,,,556.26,4204,false
780a05,CRK692  ,China,,1560302893,,,,false,4.37,160,,,,,,false
47839c,DOC12   ,Norway,1560302890,1560302890,16.942,68.6331,1043.94,false,67.35,212.84,-1.63,,,1188.72,,false
42457c,AFL250  ,United Kingdom,1560302899,1560302899,125.6165,37.1868,4823.46,false,183.51,95.63,-5.53,,,4991.1,0012,false
a3471f,,United States,1560302879,1560302879,-95.2824,32.337,2468.88,false,88.63,260.65,1.95,,,2552.7,,false
a21434,N233FT  ,United States,1560302899,1560302900,-119.6137,35.4202,11879.58,false,201.43,151.47,0.98,,,11871.96,3626,false
4b1ed3,TOA54   ,Switzerland,1560302608,1560302609,-149.6401,-17.5768,160.02,false,45.81,55.06,-1.3,,,190.5,,false
70c0de,OMA241  ,Oman,1560302899,1560302899,76.7378,28.4095,1935.48,false,143.7,45.73,-4.23,,,1920.24,4005,false
a63dc7,JIA5597 ,United States,1560302315,1560302672,-81.2142,33.5335,8534.4,false,205.5,202.52,0,,,8526.78,0353,false
a4eaa1,N416CE  ,United States,1560302851,1560302873,-93.0613,44.829,647.7,false,95.25,26.98,0,,,640.08,5432,false
780a12,CRK696  ,China,1560302778,1560302804,122.9639,25.8784,12496.8,false,263.21,49.84,0,,,13266.42,3571,false
a5bd0b,SWA2717 ,United States,1560302877,1560302877,-112.9449,39.1315,10668,false,239.94,172.11,0,,,11224.26,4072,false
42458f,AFL1239 ,United Kingdom,1560302899,1560302900,48.5866,55.4416,10363.2,false,208.96,274.38,0,,,10660.38,4331,false
42458b,AFL1549 ,United Kingdom,1560302899,1560302899,53.0841,55.9523,10363.2,false,203.22,257.72,0,,,10591.8,,false
70c0f2,OMA194  ,Oman,1560302899,1560302900,55.0905,25.459,12496.8,false,236.35,132.27,0,,,13258.8,5405,false
7c6de2,QFA423  ,Australia,1560302899,1560302899,147.7883,-36.7426,8534.4,false,179.65,178.03,0,,,8816.34,3244,false
4bab21,THY630  ,Turkey,1560302897,1560302899,16.1962,37.0246,11269.98,false,233,51.81,0,,,11689.08,3772,false
780a0d,CPA146  ,China,1560302900,1560302900,153.0361,-27.3674,3375.66,false,162.07,35.96,5.85,,,3566.16,4452,false
781104,CES564  ,China,1560302899,1560302900,108.1924,28.1861,10698.48,false,271.27,70.16,0,,,11414.76,0575,false
89639c,UAE316  ,United Arab Emirates,1560302762,1560302763,70.1311,32.2977,11277.6,false,272.45,31.41,0.33,,,11788.14,0570,false
781102,CES219  ,China,1560302900,1560302900,31.5619,59.7604,10972.8,false,205.97,261.53,0,,,11239.5,6705,false
a822da,N623RA  ,United States,1560302463,1560302591,-115.1506,36.0737,640.08,true,13.89,334,,,,,4751,false
a2bdff,ENY3891 ,United States,1560302900,1560302900,-88.026,41.9654,586.74,false,77.17,90,-4.23,,,601.98,4770,false
7c6de9,QFA154  ,Australia,1560302899,1560302900,146.5217,-37.8108,7322.82,false,179.71,272.46,-5.2,,,7513.32,0215,false
7c6de6,QFA419  ,Australia,1560302899,1560302900,149.6391,-35.2429,10965.18,false,178.87,234.48,0,,,11422.38,3642,false
aa1b9a,SWA2592 ,United States,1560302899,1560302899,-96.8721,36.2308,10972.8,false,199.92,266.75,0.65,,,11308.08,1564,false
7c6de5,QFA668  ,Australia,1560302900,1560302900,117.901,-32.7676,10523.22,false,255.92,107.67,5.2,,,10538.46,7205,false
abe09a,SWA1917 ,United States,1560302900,1560302900,-78.7222,38.9926,9707.88,false,204.9,274.61,6.18,,,10119.36,2167,false
7c6de3,QFA738  ,Australia,1560302899,1560302899,150.6421,-34.1859,3390.9,false,173.55,61.69,-8.45,,,3558.54,4215,false
a9db1d,N734NK  ,United States,1560302900,1560302900,-116.9071,33.0248,693.42,false,42.63,98.33,-2.6,,,693.42,1200,false
70c0a8,OMA371  ,Oman,1560302899,1560302900,75.9373,12.7731,11887.2,false,229.48,149.41,0,,,12694.92,4773,false
7c0115,AHZ     ,Australia,1560302900,1560302900,150.5115,-33.7837,1889.76,false,48.49,274.26,0.65,,,2042.16,1200,false
70c0a6,OMA154  ,Oman,1560302899,1560302900,51.8288,26.653,12496.8,false,249.07,108.55,0,,,12489.18,1071,false
781112,CXA811  ,China,1560302900,1560302900,30.4229,59.8276,11582.4,false,204.3,253.62,0,,,11864.34,6706,false
80074d,SEJ014  ,India,1560302899,1560302899,71.7177,19.8609,8191.5,false,224.61,103.24,-8.78,,,8717.28,6337,false
31ff14,R1600   ,Italy,1560302885,1560302890,150.2217,-33.6344,1958.34,false,40.8,293.01,-0.33,,,2049.78,1200,false
7c6dd8,QFA853  ,Australia,1560302900,1560302900,144.9098,-37.9002,1203.96,false,64.19,333.85,-2.93,,,1211.58,3666,false
31ff13,R1588   ,Italy,1560302898,1560302898,149.3296,-33.895,2499.36,false,42.85,274.82,0.33,,,2598.42,1200,false
7c6dd7,QFA613  ,Australia,1560302898,1560302898,144.6171,-36.3528,7368.54,false,176.58,177.83,-6.5,,,7597.14,1146,false
7c6dd5,QFA1012 ,Australia,1560302900,1560302900,146.2993,-39.8172,12192,false,158.01,338.61,0,,,12321.54,4214,false
7c6dd4,QFA610  ,Australia,1560302900,1560302900,153.3358,-27.6346,3147.06,false,151.76,0.39,-2.6,,,3368.04,1546,false
e48fcb,TAM3977 ,Brazil,1560302863,1560302897,-46.4929,-23.4404,5113.02,false,80.91,73.75,-3.9,,,807.72,7441,false
a8c244,N6634B  ,United States,1560302864,1560302872,-83.7242,29.9589,2438.4,false,83.56,308,-3.25,,,2644.14,3725,false
424540,,United Kingdom,,1560302666,,,9448.8,false,228.23,78.03,-0.65,,,9448.8,2300,false
e48fce,TAM3746 ,Brazil,1560302899,1560302899,-47.1184,-22.4983,7947.66,false,225.96,318.51,8.45,,,8404.86,3357,true
78110e,CXA829  ,China,1560302900,1560302900,-123.5934,39.9071,11887.2,false,234.01,145.75,-0.33,,,12367.26,7231,false
aaf8f1,JBU669  ,United States,1560302899,1560302899,-112.5585,39.1931,10965.18,false,233.49,254.8,0,,,11536.68,1661,false
ab9bb6,ASA1424 ,United States,1560302899,1560302900,-121.8698,47.5202,4099.56,false,160.41,111.05,10.73,,,4343.4,1535,false
e48fd0,,Brazil,1560302899,1560302900,-41.6366,-19.8745,8534.4,false,191.32,280.22,0,,,8526.78,4553,false
780a39,CPA255  ,China,1560302899,1560302900,42.3932,55.8376,10972.8,false,225.29,275.37,0,,,11308.08,5131,false
a8ce4f,AAL1943 ,United States,1560302900,1560302900,-86.7356,32.2336,9753.6,false,222.74,223.13,0,,,10264.14,7234,false
70c0ad,OMA678  ,Oman,1560302900,1560302900,51.4375,22.8449,10058.4,false,233.19,94.3,0,,,10736.58,5206,false
a0ba4e,EDV5331 ,United States,1560302899,1560302899,-77.2473,39.2533,10363.2,false,207.08,239.55,0,,,10782.3,7162,false
ac25c5,CFS7801 ,United States,1560302899,1560302899,-112.2599,33.2474,1859.28,false,87.28,114,-0.65,,,1851.66,,false
780a41,HDA704  ,China,1560302898,1560302899,113.9591,22.13,3078.48,false,162.62,45.9,6.5,,,3086.1,5756,false
895059,RBA758  ,Brunei Darussalam,1560302794,1560302861,114.8795,4.863,236.22,false,85.84,31.02,-4.88,,,548.64,4102,false
a31a34,UAL870  ,United States,1560302834,1560302895,155.8878,-30.8494,10050.78,false,301.98,46.1,0,,,10568.94,1250,false
70c0c9,OMA668  ,Oman,1560302900,1560302900,54.0533,24.593,10050.78,false,240.9,113.94,0,,,10690.86,2674,false
780a46,CRK146  ,China,1560302900,1560302900,114.803,22.2191,4251.96,false,152.32,246.73,-4.23,,,4511.04,2723,false
70c0c6,OMA144  ,Oman,1560302887,1560302899,49.5178,28.578,11887.2,false,246.95,126.27,0,,,12633.96,1077,false
70c0c7,OMA251  ,Oman,1560302899,1560302899,76.1637,15.542,11277.6,false,236.23,122.1,-0.33,,,11971.02,4077,false
7609b7,ABQ170  ,Pakistan,1560302899,1560302899,52.3159,22.4439,10363.2,false,240.66,257.66,0,,,11026.14,4023,false
42453a,SVR1053 ,United Kingdom,1560302900,1560302900,22.7502,52.2978,10363.2,false,229.65,190.45,0.33,,,10728.96,2272,false
70c0c1,OMA692  ,Oman,1560302898,1560302900,53.2632,25.1944,10058.4,false,239.53,115.57,0.33,,,10690.86,3102,false
70c0c3,OMA412  ,Oman,1560302768,1560302773,55.5171,23.9912,10485.12,false,234.68,117.13,-16.26,,,11628.12,2674,false
ac0ba7,UAL1554 ,United States,1560302899,1560302899,-107.3057,38.4196,10972.8,false,233.27,261.12,0,,,11475.72,6644,false
a3f7b8,DAL848  ,United States,1560302900,1560302900,-75.1876,39.1184,9144,false,219.46,198.31,0,,,9540.24,2712,false
80071b,IGO2035 ,India,1560302896,1560302896,76.7909,27.4798,8061.96,false,215.04,201.47,1.63,,,8534.4,0543,false
acd847,N927BC  ,United States,1560302892,1560302899,-122.2714,47.888,160.02,false,41.18,357.85,-2.28,,,205.74,3230,false
7c6dba,QFA1385 ,Australia,1560302900,1560302900,116.4693,-30.9702,6263.64,false,205.14,198.57,-15.28,,,6393.18,7206,false
e48fb5,GLO1108 ,Brazil,1560302899,1560302900,-48.4777,-23.4686,10972.8,false,207.01,272.56,0,,,11597.64,6400,false
89505a,RBA004  ,Brunei Darussalam,1560302900,1560302900,72.0535,19.6046,11879.58,false,255.69,89.54,-0.33,,,12649.2,5471,false
80072a,GOW418  ,India,1560302900,1560302900,73.1534,18.868,2933.7,false,138.43,358.51,-6.5,,,3025.14,2741,false
781133,CBJ362  ,China,1560302825,1560302825,107.9775,29.6984,9479.28,false,265.4,107.14,0,,,10066.02,1510,false
7c6db7,QFA516  ,Australia,1560302899,1560302899,153.3775,-27.4672,2468.88,false,145.64,350.24,-7.15,,,2659.38,1244,false
7c6db2,QFA615  ,Australia,1560302900,1560302900,148.4296,-32.9378,9753.6,false,217.3,219.91,0,,,10218.42,1073,false
ac6e4a,N90R    ,United States,1560302899,1560302899,-154.7511,62.7335,11887.2,false,233.53,116,0,,,11849.1,4747,false
800738,AIC381  ,India,,1560302676,,,,false,6.17,22,,,,,,false
7c6db0,QFA520  ,Australia,1560302899,1560302899,151.738,-33.0256,7155.18,false,219.14,18.05,9.1,,,7520.94,1477,false
424561,KTK7793 ,United Kingdom,1560302897,1560302898,37.6906,55.2378,,true,175.08,140.6,1.63,,,,1553,false
aa7bea,DAL422  ,United States,1560302584,1560302599,-107.131,40.1166,11582.4,false,219.81,265.57,-0.33,,,12054.84,1511,false
a7a257,JIA5697 ,United States,1560302900,1560302900,-78.402,39.4071,7734.3,false,248.74,51.04,-5.2,,,8016.24,2551,false
800741,AIC301  ,India,1560302900,1560302900,148.2258,-30.6877,11109.96,false,219.87,328.39,5.2,,,11719.56,1501,false
78112a,CSC8063 ,China,1560302899,1560302899,113.2493,21.8851,822.96,false,102.3,42.76,0.65,,,822.96,1501,false
424558,SBI886  ,United Kingdom,1560302900,1560302900,25.9517,52.3987,11269.98,false,219.41,69.7,0,,,11643.36,5143,false
7c6db8,QFA517  ,Australia,1560302899,1560302900,151.1891,-32.3813,10005.06,false,221.32,188.02,-17.23,,,10507.98,1105,false
4baa44,THY3239 ,Turkey,1560302900,1560302900,29.815,45.142,10668,false,234.81,192.27,0,,,11018.52,2242,false
4baa45,THY3231 ,Turkey,1560302899,1560302899,32.1461,51.1603,10363.2,false,235.53,195.58,-0.33,,,10706.1,5207,false
a0360e,,United States,,1560302898,,,670.56,false,50.17,241.86,5.53,,,670.56,,false
a08fc3,N135WL  ,United States,1560302701,1560302701,-79.9428,37.251,297.18,false,2.12,75.96,0,,,312.42,0366,false
7810d2,CSC8553 ,China,1560302791,1560302873,105.6348,27.6549,7498.08,false,241.41,68.63,0,,,7978.14,2230,false
400757,,United Kingdom,1560301284,1560302900,2.8024,51.9539,1493.52,false,253.14,295.26,0.33,,,,3270,false
a28928,UAL2411 ,United States,1560302899,1560302899,-83.4506,40.0281,10972.8,false,189.57,267.04,0,,,11300.46,2653,false
48a5e4,SRN831  ,Poland,1560302890,1560302899,12.1258,51.4258,1066.8,false,79.78,268.15,7.8,,,1104.9,,false
a8d4ad,UAL705  ,United States,1560302884,1560302885,-119.3044,39.5932,9448.8,false,264.12,53,-0.33,,,9951.72,1723,false
aa22e6,N752QS  ,United States,1560302900,1560302900,-94.3331,38.9862,13716,false,253.06,48.96,-0.33,,,13982.7,2055,false
4054a7,TOM4GV  ,United Kingdom,1560302900,1560302900,0.6533,53.5043,10980.42,false,251.92,294.11,0,,,11003.28,3102,false
4bb143,THY73   ,Turkey,1560302899,1560302899,28.7113,41.0623,960.12,false,90.56,359.02,-2.93,,,1005.84,3123,false
7810e7,CSZ9891 ,China,1560302611,1560302619,114.7498,23.9289,5554.98,false,206.75,14.55,0,,,8648.7,3146,false
4baa4a,,Turkey,,1560302879,,,,false,237.45,357.14,0.33,,,,0423,false
a631d1,FRG1543 ,United States,1560302702,1560302728,-88.0044,42.9197,28133.04,true,78.94,115.06,-5.2,,,,7620,false
aa7e99,UAL1239 ,United States,1560302900,1560302900,-86.7351,42.5018,4328.16,false,199.07,66.55,-11.05,,,4450.08,0664,false
a5aa3a,UAL587  ,United States,1560302899,1560302900,-122.972,39.401,11003.28,false,208.93,178.59,-4.55,,,11513.82,6664,false
8963f3,MAINT   ,United Arab Emirates,1560286729,1560302899,55.3822,25.2513,,true,0,30,,,,,2000,false
80087a,FOLOWME3,India,1560302899,1560302899,72.8689,19.0928,,true,5.92,45,,,,,,false
c06364,,Canada,1560302900,1560302900,-78.4793,42.8105,5013.96,false,161.69,302.53,-7.15,,,5135.88,4047,false
7c01d9,ANO180  ,Australia,1560302899,1560302899,147.9104,-20.5747,8488.68,false,224.88,146.86,5.85,,,9113.52,4551,false
c06366,,Canada,1560302899,1560302900,-76.3226,44.9759,4518.66,false,172.34,51.18,-8.45,,,4572,5103,false
aa7e7c,UAL1861 ,United States,1560302900,1560302900,-117.9219,33.9836,2110.74,false,117.22,262.69,-4.88,,,2225.04,4764,false
ad7bdf,,United States,1560300707,1560302719,-76.4487,40.1081,11590.02,true,184.47,248.23,0,,,,3365,false
7c779a,VOZ1272 ,Australia,1560302808,1560302893,153.1324,-27.3781,-83.82,false,4.12,272,,,,45.72,6004,false
a3348d,AMF2119 ,United States,1560302899,1560302899,-111.9546,33.3079,1226.82,false,115.18,18.76,4.23,,,1219.2,,false
c0635f,POE276  ,Canada,1560302898,1560302899,-76.8671,44.3103,6705.6,false,158.24,224.87,0,,,6804.66,0633,false
c0635e,POE486  ,Canada,1560302900,1560302900,-78.5766,43.7033,3124.2,false,151.12,265.9,-7.8,,,3200.4,6562,false
8963f9,ETD658  ,United Arab Emirates,1560302900,1560302900,52.8486,25.1915,7345.68,false,202.62,118.84,-5.2,,,7825.74,3366,false
c0635b,POE484  ,Canada,1560302899,1560302899,-80.1089,44.4305,7315.2,false,156.46,316.33,-0.33,,,7437.12,2233,false
a44d85,DAL1007 ,United States,1560302899,1560302900,-116.0437,33.7339,10256.52,false,251.49,77.36,5.85,,,10248.9,2404,false
79802d,CSN3031 ,China,1560302870,1560302898,114.41,24.0436,7284.72,false,205.3,59.26,7.8,,,7734.3,3130,false
e48413,GLO2148 ,Brazil,1560302899,1560302899,-41.9064,-18.8278,11277.6,false,257.85,12.68,0.33,,,11932.92,2110,true
ab8b7f,FDX24   ,United States,1560302900,1560302900,-124.2122,48.5333,10668,false,251.85,94.57,0,,,11140.44,1443,false
ad3581,JBU368  ,United States,1560302900,1560302900,-72.3852,39.4653,7246.62,false,223.05,318.55,-13.66,,,7597.14,4136,false
a7178c,AAL1645 ,United States,1560302899,1560302899,-79.6951,35.2313,3916.68,false,203.35,45.31,-0.33,,,4091.94,3164,false
a7045b,JIA5095 ,United States,1560302898,1560302899,-79.0134,36.1862,7665.72,false,237.14,33.59,-6.18,,,8008.62,3106,false
a9a724,N7209E  ,United States,1560302850,1560302850,-95.6156,38.4429,2103.12,false,78.91,57.24,0,,,2171.7,,false
aa7e79,UAL494  ,United States,1560302900,1560302900,-115.3198,33.4181,10668,false,254.92,99.99,0,,,10660.38,5545,false
a7a1a0,FDX1380 ,United States,1560302900,1560302900,-112.1995,35.537,11277.6,false,251.7,63.8,-0.65,,,11864.34,2040,false
ab8b8c,N843FS  ,United States,1560302899,1560302900,-118.5552,34.4902,2286,false,148.06,143.05,-8.13,,,2392.68,1775,false
489223,ENT77JX ,Poland,1560302900,1560302900,12.3486,48.4852,11277.6,false,244.95,61.39,-0.33,,,11567.16,2307,false
a7ade8,SKW1390 ,United States,1560301889,1560302900,-116.2319,34.4978,1691.64,false,128.91,266.11,-7.8,,,1684.02,0670,false
489221,ENT59DS ,Poland,1560302900,1560302900,-1.997,38.3092,10340.34,false,268.68,50.67,0,,,10645.14,6210,false
aa987d,N782FM  ,United States,1560302900,1560302900,-76.5541,39.693,1493.52,false,54.08,25.35,0,,,1531.62,5603,false
aa7e74,UAL336  ,United States,1560302900,1560302900,-76.6449,40.0792,868.68,false,94.94,45.22,-0.65,,,906.78,4001,false
8963d1,UAE96   ,United Arab Emirates,1560302899,1560302900,55.5738,25.2169,1638.3,false,125.71,122.97,-4.88,,,1638.3,1655,false
4baa89,THY3JX  ,Turkey,1560302899,1560302899,29.8112,40.8685,4739.64,false,154.54,285.84,-8.13,,,4937.76,1314,false
a0e6c4,UAL2164 ,United States,1560302856,1560302856,-95.4559,29.9933,502.92,false,90.03,89.67,-6.18,,,541.02,1071,false
888021,HVN579  ,Viet Nam,1560302898,1560302898,111.0145,20.9636,9166.86,false,256.33,285.12,0,,,9806.94,,false
a07cd8,SKW5557 ,United States,1560302698,1560302893,-120.2613,34.5485,5250.18,false,186.34,329.47,8.78,,,5585.46,7350,false
8963cb,,United Arab Emirates,1560302878,1560302885,58.5618,24.1732,9753.6,false,248.13,294.76,0,,,,,false
40078a,,United Kingdom,1560300886,1560302899,3.1398,51.803,502.92,false,251.23,296.51,0,,,,3540,false
a2c604,UPS1275 ,United States,1560302900,1560302900,-80.9618,36.0998,10363.2,false,226.88,290.16,0,,,10835.64,2414,false
a239e0,UAL647  ,United States,1560302900,1560302900,-121.3031,39.2015,8534.4,false,207.42,230.03,-0.33,,,8526.78,3563,false
a3e4da,AAL92   ,United States,1560302899,1560302899,-52.6835,46.386,11285.22,false,247.64,70.59,-0.33,,,11277.6,3320,false
a07ccb,N130SK  ,United States,1560302892,1560302899,-118.1473,33.8422,144.78,false,35,271.68,0.65,,,114.3,5500,false
a2d937,AAL724  ,United States,1560302898,1560302898,-58.7795,45.6456,11277.6,false,263,65.99,0,,,11689.08,4516,false
8963e4,UAE3XE  ,United Arab Emirates,1560302893,1560302898,55.3742,25.2414,129.54,true,0,30,,,,,4075,false
4baa90,THY9ZW  ,Turkey,1560302900,1560302900,37.4048,55.3775,1280.16,false,122.01,7.75,-5.2,,,1394.46,6334,false
a13c43,SKW3412 ,United States,1560302899,1560302899,-121.0747,36.6739,7292.34,false,202.22,139.75,6.18,,,7734.3,3640,false
add2b6,AAL167  ,United States,1560302899,1560302900,-77.6178,41.6472,9753.6,false,189.72,257.47,0,,,10058.4,2006,false
4baa8f,THY1LY  ,Turkey,1560302900,1560302900,28.7714,40.9512,1325.88,false,121.14,314.48,-2.93,,,1386.84,5505,false
4baa8d,THY5LR  ,Turkey,1560302899,1560302900,29.7752,40.8848,7208.52,false,208.74,109.28,6.83,,,7482.84,5337,false
a44197,DAL1208 ,United States,1560302900,1560302900,-94.4664,39.1618,11277.6,false,253.84,98.51,-0.33,,,11506.2,6035,false
4baa8b,THY3DG  ,Turkey,1560302899,1560302899,50.988,26.5221,9639.3,false,233.37,140.1,-7.15,,,10271.76,1006,false
a359bc,DAL608  ,United States,1560302899,1560302899,-81.231,33.4405,10972.8,false,213.32,234.13,0.65,,,11536.68,1613,false
8963e7,UAE305  ,United Arab Emirates,1560302857,1560302857,107.7861,27.8908,11612.88,false,241.36,242.72,0.33,,,12374.88,7401,false
a777bf,AAL2061 ,United States,1560302900,1560302900,-122.1356,37.5424,1135.38,false,99.45,292.19,-3.9,,,1181.1,1770,false
a4fddb,RPA4452 ,United States,1560302833,1560302896,-80.3994,39.8597,6797.04,false,188.73,266.09,-5.85,,,7612.38,1172,false
aa7e51,UAL2355 ,United States,1560302674,1560302674,-95.4566,29.9932,525.78,false,102.89,89.71,-5.53,,,601.98,,false
4baa66,THY7RK  ,Turkey,1560302878,1560302878,32.1414,42.2596,10965.18,false,241.58,284.81,0,,,11292.84,,false
a6a7dc,NKS955  ,United States,1560302896,1560302896,-109.1928,32.2592,11582.4,false,210.17,279.44,0.33,,,12184.38,2464,false
8963b2,FDB174  ,United Arab Emirates,1560302899,1560302900,49.9408,27.054,11887.2,false,241.64,101.67,0,,,12641.58,7306,false
4bb149,THY25   ,Turkey,1560302900,1560302900,29.453,40.9379,3070.86,false,142.71,197.19,0,,,3192.78,6240,false
4bb148,THY21   ,Turkey,1560302900,1560302900,29.6347,41.7723,5151.12,false,159.4,214.61,-6.18,,,5356.86,3014,false
8963b7,FDB657  ,United Arab Emirates,1560302896,1560302897,46.0511,22.8481,10363.2,false,238.87,274.32,0,,,11041.38,0536,false
8963b6,FDB5JA  ,United Arab Emirates,1560302899,1560302900,51.8754,26.3979,10363.2,false,238.32,290.47,0,,,11018.52,0530,false
c00cd6,WJA1520 ,Canada,1560302900,1560302900,-122.0356,39.9158,11887.2,false,208.94,202.59,0,,,12397.74,3246,false
8963b4,FDB442  ,United Arab Emirates,1560302715,1560302715,55.3528,25.2675,,true,0,30,,,,,4053,false
a524ee,UPS2912 ,United States,1560302899,1560302899,-117.2686,34.1752,2438.4,false,122.83,150.11,0.65,,,2430.78,1075,false
8963b8,FDB835  ,United Arab Emirates,1560302891,1560302900,55.3811,25.249,,true,0,210,,,,,6225,false
4bb14f,THY6589 ,Turkey,1560302899,1560302899,-64.6358,30.6066,12192,false,246.81,249.37,0,,,12824.46,,false
c82727,NZM12   ,New Zealand,1560302618,1560302624,174.8128,-37.0047,68.58,false,59.38,250.78,-2.93,,,91.44,5564,false
