icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
aa56db,UAL2365 ,United States,1560302899,1560302899,-115.2024,36.0737,853.44,false,81.29,89.27,-3.25,,,845.82,4644,false
88044a,AIQ3369 ,Thailand,1560302900,1560302900,101.8779,14.8072,8503.92,false,215.48,246.8,-11.05,,,9174.48,4533,false
aa56da,UAL2204 ,United States,1560302900,1560302900,-87.2504,42.0759,4351.02,false,215.55,90.27,14.63,,,4434.84,7204,false
7c6b41,JST293  ,Australia,1560302899,1560302900,174.4605,-37.521,4709.16,false,198.42,201.44,11.05,,,4716.78,5636,false
7c6b40,JST793  ,Australia,1560302900,1560302900,148.9596,-32.4001,10355.58,false,209.33,219.72,0,,,10843.26,1004,false
a6b5a2,N681C   ,United States,1560302900,1560302900,-97.3269,31.2654,1638.3,false,84.8,31.86,0,,,1691.64,1200,false
a3b87f,DAL1671 ,United States,1560302899,1560302899,-73.9825,40.9944,3482.34,false,167.46,312.76,5.53,,,3589.02,1655,false
a2e5de,HGT4225 ,United States,1560302900,1560302900,-122.5625,42.7019,10980.42,false,244.53,354.33,0.33,,,11460.48,3702,false
8a02ff,,Indonesia,,1560302899,,,,false,126.08,275.38,-6.83,,,,6325,false
880453,AIQ3253 ,Thailand,1560302735,1560302751,100.6162,13.9333,3063.24,false,69.96,208.07,-4.23,,,129.54,1261,false
3c4047,,Germany,1560302761,1560302761,13.5047,52.3674,,true,2.57,163,,,,,,false
a9f084,N74DH   ,United States,1560302899,1560302900,-97.2224,32.7654,3017.52,false,174.54,258.96,3.25,,,3154.68,0575,false
aa56d5,UAL2418 ,United States,1560302896,1560302899,-82.3094,43.3453,10972.8,false,200.97,285.74,0,,,11117.58,7137,false
aa8c1b,SWA2025 ,United States,1560302898,1560302900,-86.052,41.8147,8991.6,false,260.59,77.23,6.5,,,9182.1,1327,false
4b1800,SWR179B ,Switzerland,1560302895,1560302898,6.1058,46.2318,,true,0,0,,,,,,false
acdfa6,AAL2014 ,United States,1560302696,1560302899,-104.7133,34.4612,10668,false,236.38,87.38,0.33,,,11170.92,1632,false
7c6b31,JST224  ,Australia,1560302898,1560302899,167.6062,-44.824,7528.56,false,221.25,291.55,9.75,,,7513.32,0223,false
7c6b30,JST563  ,Australia,,1560302900,,,,false,0.26,115,,,,,,false
880448,AIQ3370 ,Thailand,1560302900,1560302900,102.1197,14.2322,8839.2,false,218.88,68.92,0.33,,,9464.04,4222,false
3c4050,RM303   ,Germany,1560302754,1560302754,8.5483,50.0286,,true,10.8,168,,,,,,false
aaef60,AAL393  ,United States,1560302900,1560302900,-97.1722,32.7813,3322.32,false,133.31,28.84,-0.98,,,3482.34,3250,false
880443,AIQ3308 ,Thailand,1560302900,1560302900,100.306,14.1803,4472.94,false,202.6,353.15,14.31,,,4709.16,4203,false
318d35,,Italy,,1560302815,,,,false,6.69,267,,,,,,false
a83e06,CPZ5846 ,United States,1560302899,1560302899,-102.7552,39.3541,10363.2,false,201.14,283.61,0,,,10690.86,,false
7c6b35,JST438  ,Australia,1560302900,1560302900,145.3844,-36.943,7117.08,false,204.98,39.6,7.15,,,7299.96,1450,false
a7d5a5,N6036Y  ,United States,1560302614,1560302705,-81.2615,29.8411,754.38,false,47.85,181.23,-1.63,,,784.86,5545,false
ae1fc8,01172185,United States,1560302900,1560302900,-97.0878,30.6243,1036.32,false,65.54,42.46,0.33,,,1066.8,2407,false
a4b21b,UAL781  ,United States,1560302895,1560302899,-94.6993,41.7069,11590.02,false,208.9,264.21,-0.33,,,11765.28,2004,false
318d07,,Italy,,1560302684,,,,false,8.23,261,,,,,,false
aa8c16,N779SR  ,United States,1560302897,1560302897,-120.1452,38.838,2827.02,false,83.74,81.52,0.65,,,2811.78,5061,false
a5954e,UAL665  ,United States,1560302900,1560302900,-77.2973,39.6871,8542.02,false,217.51,234.92,0,,,8869.68,3301,false
a950fd,N7MP    ,United States,1560302898,1560302900,-86.1897,39.068,2689.86,false,88.89,150.91,0,,,2766.06,3134,false
a7ceb2,PDT4804 ,United States,1560302899,1560302900,-75.3257,39.8061,853.44,false,121.64,215.71,12.35,,,883.92,7153,false
c01aa7,ACA781  ,Canada,1560302898,1560302899,-113.5595,39.2183,10972.8,false,232.14,253.65,0,,,11513.82,6210,false
a4b228,UPS1349 ,United States,1560302899,1560302900,-82.9024,28.5387,6477,false,219.87,336.85,8.78,,,6804.66,3775,false
aa8c10,SKW5576 ,United States,1560302896,1560302899,-120.573,35.2422,8534.4,false,241.3,316.81,-0.33,,,8526.78,6713,false
ae1fb5,72166   ,United States,1560302898,1560302899,-115.173,36.0959,723.9,false,23.67,181.25,0.33,,,716.28,4222,false
aa56b8,UAL788  ,United States,1560302899,1560302899,-94.4283,39.9592,11887.2,false,244.02,82.25,0,,,12085.32,2033,false
7c6b09,JST931  ,Australia,1560302514,1560302695,153.1325,-27.3777,-91.44,false,0.51,306,,,,15.24,4543,false
ad5628,,United States,,1560302845,,,,false,8.3,299.74,-0.33,,,,,false
abc6ce,N858TW  ,United States,1560302892,1560302893,-118.0219,34,754.38,false,80.91,277.31,0,,,754.38,4670,false
a33b23,UPS9873 ,United States,1560302899,1560302900,-81.1651,28.0378,10066.02,false,251.13,325.85,2.6,,,10591.8,,false
a1025a,UPS8620 ,United States,1560302899,1560302900,-121.0864,38.6391,3474.72,false,170.97,38.53,7.48,,,3467.1,4517,false
8a02ca,AWQ262  ,Indonesia,1560302890,1560302890,104.1882,1.2682,2598.42,false,129.97,23.32,-6.18,,,2964.18,2357,false
a46e35,DAL2496 ,United States,1560302814,1560302889,-73.19,42.6197,9113.52,false,278.68,80.97,-10.4,,,9685.02,7215,false
c822e4,ANZ616  ,New Zealand,1560302900,1560302900,174.6045,-38.9497,11269.98,false,226.78,8.48,-4.55,,,11292.84,5547,false
a0e249,UPS1333 ,United States,1560302900,1560302900,-81.9335,30.1315,11269.98,false,249.48,343.1,-0.33,,,11910.06,2623,false
7c6b12,JST960  ,Australia,1560302625,1560302629,145.2378,-17.5014,5806.44,false,200.62,15.93,-8.45,,,6248.4,1547,false
adeca5,AAL873  ,United States,1560302900,1560302900,-93.9039,40.4071,10058.4,false,252.82,82.28,0.33,,,10248.9,7021,false
a2228b,ASA447  ,United States,1560302334,1560302855,-122.3181,47.4414,76.2,true,6.94,135,,,,,7343,false
aa9f1c,SWA1701 ,United States,1560302899,1560302899,-91.6182,41.6403,11582.4,false,203.91,260.56,0,,,11742.42,1415,false
abacd2,UAL1955 ,United States,1560302690,1560302780,-93.8285,31.8518,11742.42,false,259.4,52.49,5.53,,,12252.96,,false
ad4f72,JBU993  ,United States,1560302900,1560302900,-90.7472,40.0821,10355.58,false,205.29,282.89,0.33,,,10576.56,4602,false
a47597,DAL2435 ,United States,1560302897,1560302899,-87.023,39.0138,9144,false,212.12,265.41,0,,,9425.94,2706,false
e49443,AZU2489 ,Brazil,1560302900,1560302900,-45.2748,-21.1318,11574.78,false,206.71,216.5,0,,,12237.72,,false
e49444,AZU2456 ,Brazil,1560302899,1560302899,-44.6346,-20.6625,8793.48,false,255.6,26.67,-18.21,,,9357.36,1227,true
a3fec0,N3569X  ,United States,1560302898,1560302898,-82.6831,39.4511,3002.28,false,72.04,276.97,0,,,3070.86,,false
3c4002,S261    ,Germany,1560302769,1560302769,13.5204,52.3905,,true,1.29,331,,,,,,false
ab0361,AAL9631 ,United States,1560302641,1560302645,-80.8265,35.1499,1821.18,false,118.54,176.52,-10.73,,,2209.8,3702,false
abb3b6,AAL358  ,United States,1560302900,1560302900,-80.7122,41.5036,11277.6,false,276.62,97.59,0.33,,,11551.92,3201,false
abf008,SWA5920 ,United States,1560302900,1560302900,-78.6979,40.5098,10492.74,false,271.49,99.16,-13.66,,,10896.6,6541,false
8a02af,CTV928  ,Indonesia,1560302899,1560302899,100.4656,1.5419,7139.94,false,206.31,133.69,-11.05,,,7658.1,0537,false
e80268,LPE2376 ,Chile,1560302899,1560302899,-48.7364,-23.084,10363.2,false,224.19,289.02,0,,,10980.42,0173,false
e80261,LPE2103 ,Chile,1560302899,1560302899,-71.7692,-16.3299,3025.14,false,110.81,93.46,-3.58,,,3215.64,3603,false
e48120,GLO1698 ,Brazil,1560302898,1560302899,-42.1987,-18.3439,11277.6,false,249.98,33.76,-0.33,,,11925.3,,false
a8e37c,DAL2624 ,United States,1560302710,1560302711,-98.4313,37.1364,12184.38,false,212.04,271.67,0.33,,,12504.42,1216,false
8a02b7,GIA713  ,Indonesia,1560302899,1560302900,149.7005,-33.3618,10119.36,false,188.12,309.79,9.75,,,10584.18,1261,false
3c4014,T656    ,Germany,1560302898,1560302898,13.5267,52.3733,,true,5.4,253,,,,,,false
e8025f,LPE2247 ,Chile,1560302899,1560302899,-75.0221,-6.3912,10972.8,false,220.31,208.6,0,,,11696.7,2605,false
a963f7,FFT639  ,United States,1560302900,1560302900,-95.2078,34.3651,10370.82,false,220.73,303.69,0,,,10767.06,0745,false
8a02b0,AWQ7526 ,Indonesia,1560302796,1560302842,108.1514,-6.4749,8778.24,false,214.16,102.77,5.53,,,9151.62,2447,false
e80278,LPE2165 ,Chile,1560302829,1560302829,-71.4943,-17.5993,6530.34,false,246.7,123.69,-11.38,,,6979.92,3722,false
e80272,LPE2310 ,Chile,1560302828,1560302829,-80.1403,-6.6335,7696.2,false,217.93,348.42,-17.23,,,8359.14,2766,false
e80275,LPE2442 ,Chile,1560302900,1560302900,-72.2781,-15.6205,10972.8,false,223.01,303.62,0,,,11666.22,7110,false
8a02a7,LNI397  ,Indonesia,1560302899,1560302900,100.2195,1.8471,10401.3,false,227.72,135.18,5.53,,,11125.2,0534,false
adecb6,DAL2931 ,United States,1560302900,1560302900,-74.0065,40.6331,1036.32,false,89.83,36.15,-5.2,,,1082.04,6226,false
e8026d,LPE2409 ,Chile,1560302899,1560302899,-79.1695,-7.6339,10668,false,233.86,172.8,0,,,11391.9,4637,false
a34e97,DAL1239 ,United States,1560302899,1560302899,-94.9209,43.0186,10363.2,false,198.29,231.11,0.33,,,10469.88,2472,false
7c6b3d,JST702  ,Australia,1560302899,1560302900,146.2841,-39.1428,7924.8,false,173.54,45.84,0.33,,,8092.44,4070,false
7c35eb,KXP     ,Australia,1560302899,1560302899,150.6857,-30.3031,1493.52,false,56.6,62.97,0.65,,,1569.72,,false
abf025,SWA968  ,United States,1560302900,1560302900,-118.7105,34.0726,3154.68,false,154.14,138.38,-7.48,,,3345.18,1746,false
a3b86c,DAL671  ,United States,1560302812,1560302880,-84.3505,42.8817,5036.82,false,192.05,123.86,-7.8,,,5151.12,1066,false
abaceb,ASA1305 ,United States,1560302899,1560302899,-113.093,38.0275,10370.82,false,225.15,282.67,0.33,,,10965.18,,false
a53ee2,UAL1857 ,United States,1560302899,1560302900,-74.0992,40.756,1234.44,false,107.36,355.33,15.61,,,1242.06,3021,false
e48106,GLO1128 ,Brazil,1560302899,1560302899,-48.5952,-24.8363,6080.76,false,168.38,235.58,-9.1,,,6438.9,1315,true
a58293,N454SL  ,United States,1560302890,1560302892,-122.3918,48.4597,160.02,false,59.8,111.71,3.9,,,205.74,1200,false
a94b50,UAL1450 ,United States,1560302900,1560302900,-102.6771,39.6546,9639.3,false,260.93,96.45,4.23,,,9951.72,3706,false
0d0acf,,Mexico,,1560302899,,,3665.22,false,128.88,154.97,-7.15,,,3962.4,,false
acd461,N9259S  ,United States,1560302899,1560302900,-97.5264,33.1782,762,false,57.53,128.1,0.65,,,762,4650,false
a4b294,RPA4544 ,United States,1560302900,1560302900,-87.4598,39.3213,10363.2,false,200.83,276.32,-0.33,,,,3104,false
708028,LAO223  ,Lao People's Democratic Republic,1560302899,1560302899,102.8906,17.4131,3863.34,false,113.01,146.89,2.93,,,4069.08,0213,false
3c65a5,DLH453  ,Germany,1560302899,1560302899,-114.2336,37.0171,10058.4,false,257.61,32.36,0,,,10050.78,0731,false
a127d3,N1738S  ,United States,1560302899,1560302900,-97.1045,32.7045,426.72,false,41.07,167.7,-2.6,,,426.72,6714,false
a96577,DAL490  ,United States,1560302897,1560302899,-85.1641,40.1641,11887.2,false,276.78,63.86,0,,,12169.14,2703,false
3c65a8,DLH731  ,Germany,1560302898,1560302899,26.1391,52.535,11582.4,false,240.69,256.53,0,,,11948.16,5135,false
ae144f,RCH440  ,United States,1560302899,1560302899,-117.289,33.8456,1211.58,false,130.94,164.27,0,,,1203.96,0156,false
c0225e,ACA595  ,Canada,1560302899,1560302900,-82.0792,42.2345,10363.2,false,175.97,217.87,0,,,10568.94,0574,false
a94b4b,UAL2303 ,United States,1560302900,1560302900,-104.3303,36.5317,10363.2,false,221.61,264.81,0,,,10820.4,5652,false
e80218,LPE2453 ,Chile,1560302899,1560302900,-76.3005,-6.0924,9745.98,false,227.24,185.07,0,,,10378.44,4116,false
ae144c,SLAM64  ,United States,1560302900,1560302900,-75.6139,38.4354,4312.92,false,203,44.18,5.85,,,4488.18,2427,false
a9a215,N72KA   ,United States,1560302900,1560302900,-122.4195,47.7335,1066.8,false,67.84,341.43,3.9,,,1143,6656,false
4b187e,SWR23C  ,Switzerland,1560302817,1560302838,-58.6883,44.1415,11887.2,false,258.01,71.64,0,,,12336.78,,false
4bb5d6,MNB9345 ,Turkey,1560302899,1560302900,7.2074,50.9572,1722.12,false,137.87,65.06,19.51,,,1699.26,5005,false
3c65ad,DLH778  ,Germany,1560302897,1560302898,54.0366,26.4456,11277.6,false,258.24,139.2,0,,,11986.26,5472,false
4b187a,SWR9K   ,Switzerland,1560302899,1560302899,-77.9104,44.1197,10668,false,296.28,66.46,0,,,10828.02,3105,false
0d0af1,VIV4230 ,Mexico,1560302895,1560302896,-111.7271,30.7885,10972.8,false,208.26,293.59,-0.33,,,11605.26,,false
a05776,AAL256  ,United States,1560302899,1560302900,-103.3113,38.936,10355.58,false,225.64,248.47,0,,,10736.58,,false
accd5e,DAL1103 ,United States,1560302897,1560302899,-88.02,42.9143,632.46,false,75.48,71.32,-3.25,,,655.32,2060,false
c0224f,ACA1040 ,Canada,1560302838,1560302898,-91.6951,42.1463,9448.8,false,249.26,70.59,0,,,9601.2,2746,false
adf41a,EDG195  ,United States,1560302840,1560302840,-74.5325,41.6261,2423.16,false,143.65,215.97,-5.85,,,2506.98,2073,false
70801b,LAO441  ,Lao People's Democratic Republic,1560302713,1560302713,100.7517,13.7359,251.46,false,64.63,193.82,-3.58,,,220.98,1657,false
a8e2d6,DAL961  ,United States,1560302899,1560302899,-87.9982,39.1968,9144,false,218.29,260.92,0,,,9418.32,7127,false
a6eb93,N545MA  ,United States,1560302876,1560302892,-111.459,32.7306,2011.68,false,49.94,318.76,0.33,,,2004.06,4362,false
a94b2e,UAL2033 ,United States,1560302900,1560302900,-100.4122,33.2701,10972.8,false,217.14,305.65,0,,,11430,7271,false
a45b96,DAL2662 ,United States,1560302900,1560302900,-94.6422,45.1065,9197.34,false,205.31,278.21,5.53,,,9273.54,2666,false
a34294,DAL2879 ,United States,1560302900,1560302900,-81.6589,39.8487,10668,false,213.23,175.16,0,,,11010.9,0370,false
3c5eeb,EWG949  ,Germany,1560302900,1560302900,30.1411,41.7615,11597.64,false,236.3,299.19,0.33,,,11894.82,3247,false
adda5f,N992DC  ,United States,,1560302714,,,,true,0,118,,,,,7630,false
3c407d,RM24    ,Germany,1560302900,1560302900,8.5735,50.0369,,true,1.8,236,,,,,,false
4cc2c5,ICE855  ,Iceland,1560302900,1560302900,-84.3855,44.952,10408.92,false,217.9,205.6,-5.2,,,10507.98,,false
a41412,DAL1838 ,United States,1560302897,1560302898,-78.4195,36.7904,8839.2,false,271.77,44,0,,,9258.3,3132,false
471ea9,WZZ100L ,Hungary,1560302899,1560302899,15.9684,45.5711,10965.18,false,230.85,65.09,0.33,,,11369.04,0412,false
a94b0a,UAL437  ,United States,1560302899,1560302899,-104.6426,39.7625,1973.58,false,84.38,0.7,-4.55,,,2072.64,2125,false
3c4081,RM28    ,Germany,1560302894,1560302894,8.576,50.0375,,true,1.03,67,,,,,,false
a34dd6,N3117A  ,United States,1560302855,1560302885,-123.1655,48.1219,487.68,false,61.48,95.28,1.3,,,502.92,1200,false
a94b0b,UAL226  ,United States,1560302900,1560302900,-89.2451,42.4958,4739.64,false,209.74,104.34,-8.13,,,4846.32,2676,false
aa43f5,N7600W  ,United States,1560302900,1560302900,-122.6078,47.8895,883.92,false,55.69,348.27,-0.33,,,975.36,1200,false
4cc2ac,ICE783  ,Iceland,1560302899,1560302900,4.0081,52.8673,10363.2,false,260.49,350.22,0,,,10431.78,7111,false
4cc2ae,ICE2B   ,Iceland,1560302900,1560302900,-74.2469,43.4895,10058.4,false,287.83,35.76,0,,,10309.86,2121,false
a4b259,SWA2477 ,United States,1560302899,1560302899,-117.9191,33.2415,6568.44,false,219.35,314.9,11.05,,,6530.34,2445,false
ae147f,OTIS08  ,United States,1560302897,1560302897,-80.1767,35.0133,5151.12,false,161.58,91.28,0,,,5143.5,6503,false
c82431,SDA674  ,New Zealand,1560302799,1560302799,174.0317,-41.575,1310.64,false,107.15,326.16,-13,,,1287.78,5621,false
a0f4b5,DAL220  ,United States,1560302899,1560302899,-98.9926,50.3607,10058.4,false,249.34,61.27,0.33,,,9997.44,,false
acba9c,N9191G  ,United States,1560302899,1560302899,-82.6963,34.5115,518.16,false,48.68,324.46,5.53,,,533.4,,false
a8eea1,DAL2144 ,United States,1560302865,1560302897,-84.146,32.8744,6964.68,false,221.47,184.8,10.73,,,7078.98,6041,false
ab1628,SCX8652 ,United States,1560302752,1560302815,-80.7725,39.1135,10965.18,false,195.91,273.76,0,,,11391.9,2136,false
4cc2a5,ICE4G   ,Iceland,1560302899,1560302900,-72.8857,41.2379,10287,false,275.17,46.97,7.8,,,10690.86,2725,false
a7cef7,CPZ5701 ,United States,1560302899,1560302900,-116.6709,34.5761,6096,false,209.55,215.41,-0.33,,,6088.38,,false
abd9b6,SWA1071 ,United States,1560302900,1560302900,-73.6455,41.7267,5440.68,false,192.2,353.24,-4.88,,,5600.7,2127,false
a8321a,ASA1423 ,United States,1560302900,1560302900,-104.8126,41.2628,10972.8,false,194.94,298.19,0.33,,,11369.04,3750,false
a785fd,JIA5174 ,United States,1560302899,1560302899,-80.8689,35.9669,5623.56,false,201.71,9.25,9.43,,,5882.64,4173,false
34308f,,Spain,1560302883,1560302900,6.318,50.2091,10370.82,false,205.08,241.7,0.33,,,,4164,false
0d0ac7,LET6222 ,Mexico,1560302899,1560302900,-122.4639,48.5687,4602.48,false,175.15,348.82,-11.7,,,4861.56,1130,false
aaf617,SCX8993 ,United States,1560302897,1560302897,-81.7331,39.282,12192,false,200.56,300.18,0,,,12603.48,2152,false
0d0ac9,TAO408  ,Mexico,1560302612,1560302613,-99.1178,19.409,2369.82,false,68.91,59.99,-5.85,,,8176.26,,false
0d0aba,SLI2683 ,Mexico,1560302900,1560302900,-97.6442,30.8612,11033.76,false,206.63,201.77,2.28,,,11559.54,2261,false
aa56f8,UAL683  ,United States,1560302900,1560302900,-79.4946,43.093,11582.4,false,188.84,268.91,0,,,11772.9,2014,false
a69b86,JIA5152 ,United States,1560302898,1560302900,-77.6521,37.7233,10058.4,false,265.29,35.85,-0.33,,,10523.22,5702,false
c04893,CGBMO   ,Canada,1560302878,1560302892,-125.0861,49.6373,762,false,57.89,275.61,-2.6,,,845.82,5520,false
505ded,ENT59CD ,Slovakia,1560302900,1560302900,19.3142,49.8727,6233.16,false,196.42,158.81,4.55,,,6507.48,4502,false
aa56f7,UAL1791 ,United States,1560302900,1560302900,-95.6266,29.8566,2941.32,false,145.2,297.65,13.98,,,3055.62,5316,false
a94b05,UAL1711 ,United States,1560302900,1560302900,-104.8337,39.4812,3482.34,false,134.98,40.67,-6.18,,,3649.98,6721,false
aadc02,N7991U  ,United States,1560302899,1560302900,-122.3085,47.5399,60.96,false,25.33,336.04,0.65,,,76.2,1200,false
a39d11,UCA4932 ,United States,1560302736,1560302763,-74.2103,40.6206,274.32,false,66.27,25.77,-3.58,,,312.42,0572,false
a9650f,SWA1270 ,United States,1560302734,1560302734,-108.1148,32.1035,11574.78,false,209.5,280.04,0,,,12146.28,4050,false
e80200,LAN600  ,Chile,1560302875,1560302875,-118.3975,33.9358,22.86,false,45.76,261.6,-14.31,,,15.24,7644,false
a08acb,RPA4670 ,United States,1560302899,1560302899,-77.6305,40.8562,9753.6,false,187.56,290.72,-0.33,,,10050.78,3324,false
aa931d,UAL148  ,United States,1560302899,1560302899,-48.0332,-15.8538,10363.2,false,270.07,342.26,-0.33,,,11018.52,,false
e80209,LPE2309 ,Chile,1560302899,1560302899,-78.5893,-9.0271,10668,false,233.05,150.95,0,,,11361.42,3775,false
e80205,LPE2107 ,Chile,1560302899,1560302899,-73.4221,-15.1506,10668,false,237.54,130.52,0,,,11369.04,1672,false
4248f8,AFL111  ,United Kingdom,1560302899,1560302900,-65.092,48.2632,10668,false,269.57,44.3,0.33,,,11033.76,,false
4248f7,AFL331  ,United Kingdom,1560302899,1560302899,84.3472,54.6399,11582.4,false,238.22,298.23,0,,,11788.14,,false
c0482a,ROU1678 ,Canada,1560302900,1560302900,-79.9199,41.9391,9761.22,false,215.73,182.32,-0.33,,,9997.44,2274,false
a724a2,SWA2428 ,United States,1560302897,1560302900,-84.5571,34.9928,11582.4,false,246.19,345.35,0,,,11574.78,1421,false
7c4990,PE152   ,Australia,1560302899,1560302899,152.8993,-30.8126,5204.46,false,132.04,20.77,0,,,5478.78,4513,false
4248f0,AFL2377 ,United Kingdom,1560302898,1560302899,37.5218,55.9873,396.24,false,65.38,255.42,-3.58,,,487.68,1444,false
c03517,WJA134  ,Canada,1560302899,1560302899,-118.92,49.7656,11887.2,false,240.73,69.74,0.33,,,12359.64,2624,false
7c1c50,HT771   ,Australia,1560302899,1560302899,152.8437,-26.58,4937.76,false,66.88,208,,,,,4725,false
ad071d,ENY3969 ,United States,1560302900,1560302900,-87.5854,41.9904,2217.42,false,140.27,94,12.35,,,2278.38,1322,false
ac34a0,FDX17   ,United States,1560296803,1560302898,-122.318,47.442,,true,0,340,,,,,0000,false
7cf9dd,BRCT2   ,Australia,1560302899,1560302899,146.9643,-38.2864,1066.8,false,122.11,16.14,-1.3,,,1104.9,,false
ab774b,AAL1753 ,United States,1560302899,1560302899,-84.4008,33.377,11582.4,false,242.36,353.42,0,,,12146.28,7102,false
4a09b0,BMS2956 ,Romania,1560302900,1560302900,1.2096,52.9441,11269.98,false,221,100.05,0,,,11292.84,2263,false
c0481b,ROU1548 ,Canada,1560302885,1560302888,-96.6078,49.6859,11285.22,false,256.4,102.28,0,,,11247.12,3463,false
a34def,,United States,1560302801,1560302819,-103.3559,38.7825,4861.56,false,113.28,323.49,1.95,,,,,false
7cf9e9,CTRL72  ,Australia,1560302899,1560302899,147.2021,-35.0448,548.64,false,144.86,119.11,-1.63,,,617.22,,false
4a09af,BMS2934 ,Romania,1560302899,1560302900,14.1999,50.3384,11277.6,false,222.67,114.14,0,,,11605.26,1163,false
ad67a1,DAL1173 ,United States,1560302899,1560302900,-85.6424,34.7953,7315.2,false,230.9,139.25,0,,,7635.24,5623,false
a1ad7b,TWY27   ,United States,1560302695,1560302848,-96.5453,37.5046,12047.22,false,209.89,247.52,1.95,,,12184.38,2364,false
7cf9ce,BLKT02  ,Australia,1560302737,1560302742,141.9063,-38.3181,9372.6,false,177.28,322.66,7.8,,,9502.14,7310,false
c81d7e,ANZ2    ,New Zealand,1560302884,1560302887,-112.1274,37.695,9448.8,false,252.39,63.75,0,,,9982.2,1344,false
00b1ef,,South Africa,,1560302900,,,11887.2,false,232.31,47.51,0,,,12717.78,,false
a091f3,EDV5503 ,United States,1560302900,1560302900,-92.7728,45.0847,3444.24,false,193.1,57.62,12.35,,,3489.96,1604,false
e07581,ARG1539 ,Argentina,1560302900,1560302900,-59.885,-34.066,6614.16,false,186.17,156.55,-8.45,,,6858,,false
800da1,VTI771  ,India,1560302900,1560302900,74.0996,19.7639,8702.04,false,230.28,66.99,6.83,,,9204.96,6345,false
a3ed7c,DAL2577 ,United States,1560302900,1560302900,-86.6904,33.9624,10363.2,false,213.38,234.82,-0.33,,,10866.12,1576,false
a91700,NKS906  ,United States,1560302794,1560302796,-92.1194,33.8603,10668,false,254.58,39.84,0,,,11140.44,2564,false
a3f473,JBU814  ,United States,1560302899,1560302900,-75.0146,38.7634,11277.6,false,256.53,26.82,0.33,,,11757.66,3334,false
a1b449,RPA5973 ,United States,1560302899,1560302899,-82.3858,39.8096,2987.04,false,186.37,282.27,-0.33,,,3078.48,3071,false
4008f6,VIR110  ,United Kingdom,1560302900,1560302900,-60.7875,46.4253,11277.6,false,270.33,59.34,-0.33,,,11689.08,6025,false
ac7103,AAL139  ,United States,1560302796,1560302899,-103.2175,35.3491,10043.16,false,247.61,107.91,0,,,10492.74,3744,false
a234ef,ENY3683 ,United States,1560302898,1560302898,-84.898,42.2955,10058.4,false,271.97,85.44,0.33,,,10241.28,6600,false
aaf4c8,DAL2209 ,United States,1560302900,1560302900,-96.0883,37.9034,10972.8,false,210.09,247.39,0,,,11247.12,4104,false
a38a21,UPS284  ,United States,1560302900,1560302900,10.9272,53.3268,10050.78,false,244.93,43.21,1.95,,,10340.34,7725,false
a26a41,N255BY  ,United States,1560302899,1560302900,-120.9867,36.756,5821.68,false,157.32,317.65,-9.75,,,6118.86,2041,false
86d5fa,ANA584  ,Japan,1560302880,1560302891,139.8875,35.0289,2926.08,false,145.31,19.65,-5.53,,,2987.04,1761,false
5110fe,MYX9005 ,Estonia,1560302895,1560302897,-71.7848,47.2444,10088.88,false,265.75,27.31,7.48,,,10142.22,3100,false
e492b0,AZU2880 ,Brazil,1560302900,1560302900,-46.3572,-23.728,4594.86,false,152.11,341.26,-4.23,,,4869.18,,true
c81d9d,ANZ539  ,New Zealand,1560302424,1560302615,172.5423,-43.4801,,true,0,129,,,,,5545,false
86cebd,APJ523  ,Japan,1560302899,1560302900,135.1163,35.0474,11582.4,false,212.27,256.97,0.33,,,11826.24,7365,false
ac2dea,AAL299  ,United States,1560302900,1560302900,-85.1871,39.5552,11277.6,false,280.8,55.9,0,,,11605.26,2216,false
a2c14e,N277JJ  ,United States,1560302618,1560302819,-122.2974,47.524,-38.1,true,0,329,,,,,0510,false
758335,PAL407  ,Philippines,1560302899,1560302900,132.9696,33.114,10363.2,false,211.4,223.72,0.33,,,10652.76,3217,false
a40d8d,DAL1567 ,United States,1560302900,1560302900,-96.5934,41.5284,10378.44,false,217.76,264.03,0.33,,,10553.7,7446,false
758330,APG480  ,Philippines,1560302899,1560302900,120.9401,14.6289,3489.96,false,170.51,326.69,-10.08,,,3749.04,4076,false
7c1c6f,VOZ1856 ,Australia,1560302899,1560302899,116.0741,-31.7548,701.04,false,114.5,220.99,-0.98,,,746.76,3243,false
abb440,UAL2228 ,United States,1560302899,1560302899,-106.1494,39.5267,10972.8,false,222.55,261.63,0.33,,,11445.24,6530,false
a94b72,UAL230  ,United States,1560302899,1560302900,-78.8593,39.1403,8534.4,false,215.57,252.21,0,,,8862.06,1445,false
8a043a,GIA143  ,Indonesia,1560302899,1560302899,102.6361,-0.7825,11277.6,false,228.5,133.72,0,,,12047.22,0547,false
7c1c5d,VOZ262  ,Australia,1560302837,1560302840,146.9572,-36.5257,4876.8,false,106.08,232.69,0.33,,,5006.34,4341,false
a65408,AAL2318 ,United States,1560302894,1560302899,-118.3146,33.9443,342.9,false,73.13,262.72,-3.25,,,327.66,3477,false
a40d7a,DAL634  ,United States,1560302900,1560302900,-77.1891,37.0518,10058.4,false,257.08,11.89,0,,,10530.84,7424,false
861e92,ANA948  ,Japan,1560302825,1560302825,105.9778,30.9166,8610.6,false,250.84,120.3,9.1,,,9090.66,,false
